,sentence1,sentence2,label
233,is an enormously complex and expensive.,The and of creating a new is complicated.,0
234,"The uses a commercially manufactured, similar to that used in the.",is commercially used.,1
235,have been raised that potential in the for missing are not being followed up quickly enough . It comes after in contacted after a in the expressed when asked if the was still missing . The happened more than three ago and said had not yet been in . said were being assessed in a methodical and structured.,in.,1
236,"was a liberal whose left-wing angered many conservative and of . His as a for the, in 1960, and and with resulted in his being ultimately denied to the for political.",was a conservative.,1
237,He said a new might include more than just 2 possibly adding such widely used as and.,2 are pain.,1
238,"was still obsessed with the even in 1994 , 12 after its in the 74-day with.",The took in 1982.,0
239,"Up to 150 were believed to have been inside the, which produces and other medical, at the of the.",were inside the at the of the.,0
240,"'s will shift to a higher of lighter . Unlike last's and, nearly all of the proposed produce Arab or lighter.",produces more than any other.,1
241,We are committed to the of these and are excited by the in remote sensing that are enabling us to extract more from in a cost-efficient and timely.,remote sensing is developed.,1
242,"unveiled his's 2010 federal on . The calls for a $3.6 trillion in spending.The new will use a $1.75 trillion, which would be nearly four greater than any previous and is $250 billion larger than what was projected just ago due to a proposed new for another.",planned $3.6 trillion in.,0
243,"The final major of comet 9 was to hit just after, completing a of crater-like of swirling superheated and debris of across .``It hit like a of machine-gun""said, an at the in, , who helped discover the last.",The hit.,0
244,"Family and told that the had been fighting over several, including's, on and . later drove off with his four, whom he reported missing to the and claimed he had left them with his who lives in a . however became suspicious due to``in his""and he later changed his . The Associated say that the believe that is where threw the four, of which he was the biological of three, into the.",threw his off a in.,1
245,":, the former Spanish of who fled the 10 ago after allegedly hiving off of from secret, was on his to a last after being captured in.",was of from 1986 to 1993.,1
246,retained his de's yellow despite crashing in the final two of the third of the to.,de is likely to lose the.,1
247,"In 2000 there were 10,578 in, which represents 301 per 1000 or a 1.3 per 1000.",In 2000 there were 301 in.,1
248,"\"" Having for enjoyed greater than other in the, in are now losing even their basic . The to choose their, the to love or marry whom they want . Of suffered under . I fled his . I personally witnessed much, but the of was never a of the . ''",in have lost their.,0
249,"The has been under intense from the and in German to seek following his outspoken last, which were widely seen as damaging's.",is concerned about the of the on domestic economic and political.,1
250,"To avoid further ,'s of announced that it was freezing on, and in the during the.",Norway hosted the.,0
251,One for increased in developed is the sodium-potassium.,of.,1
252,"\"" On 20, took his with a to the at his fortified in, . The will shortly provide more about memorial and . prized his and we ask that his and respect that as well as that of his ,""said in a issued to . The was confirmed by . was best known for his 1972``and in"". He was recently married and had emotionally supported his's.",was with.,0
253,Most of the are in arid and searching for are attracted to the cyanide-laced that are an integral of the.,have died by the from drinking at cyanide-laced holding.,1
254,"For, in the hemisphere, may be a little off due to (), which is often at its in the following the shortest of.",() is a worldwide.,1
255,"dismissed that in hiring away and his seven from had caused widespread in German, and was at with the of German.",got nationalistic in his.,1
256,"Last's of long-secret has given to starkly opposing about what, if, was gained by the .'s of, wall-slamming and other physical to and intimidate ., led by and cheered by many, are fighting a rear-guard in of their . Only by using the harshest, they insist, did the get the it needed to round up and save of American.",was the of the.,1
257,"\"" The were less in the past two, but it seems to be starting again . We are really worried about the of these ,""of in the told by.",of is of the.,1
