,sentence,label
901,Every in every I had to I visited.,1
902,Every who said he would buy some did buy some.,1
903,should buy and should too.,1
904,should buy and should buy salmon too.,1
905,"'s bother his, and's do too.",1
906,"likes his, and's do too.",1
907,Every of itself arrived.,1
908,My doesn't have a but your does and he is lying on the.,1
909,"My didn't buy for, but my did it for him and it was bright red.",0
910,"I know which, and which didn't.",1
911,"This is the of which approves, and this is the of which he doesn't.",1
912,"I know which, and which asked why you hadn't.",0
913,"I know which, and which discussed after I had.",0
914,suspected who did.,1
915,"While read, he didn't.",1
916,"Sally suspected, but he didn't.",1
917,"Although doesn't, eats.",0
918,"Although I don't know which did, I do know which.",0
919,"Near did, stood.",0
920,"Sally will stand near, but he won't.",0
921,"While didn't discuss a about every, she did every.",0
922,Sally will stand near every that you will.,1
923,"I know which will discuss a about, but I don't know which you will.",1
924,stood near every one of the we'd been discussing.,0
925,visited you.,0
926,told the.,0
927,"While didn't visit me, he did you.",1
928,"While didn't tell me a, he did.",1
929,"While won't talk about, he might about.",1
930,"Although might tell it to you, he won't to me.",1
931,I think you need to show yourself more than you do else.,1
932,"While doesn't want to visit every, he does.",1
933,"While might leave in to please, he won't his.",0
934,"While might claim that had read his, he won't the.",0
935,"I'll turn the down, but I won't up.",0
936,"likes, although he likes too.",1
937,"Although he likes too, likes.",1
938,gave to his because had.,1
939,"is a that wants to visit, and he will too, if he gets enough.",1
940,"wouldn't read a by, but has done so and it was pretty good.",1
941,"I know which, and which hasn't done so.",0
942,"might wish he had, but this isn't a he has visited.",1
943,"While I might want to, this is the of that has already suggested.",1
944,We like our and they do too.,1
945,We like our and they like our too.,1
946,"We like our and they like their, too.",1
947,talked about himself only after did.,1
948,talked about himself only after did talk about himself.,0
949,"I could find no, but might.",1
950,Fred talked about before did.,1
951,"will go to the, even though already has.",1
952,"there is little or no official of and by the national, although autonomous might.",1
953,"The was dogged by of and avoiding the, or at least trying to.",1
954,"is a great, and when he does, his at you.",0
955,"The was dogged by of, or at least trying to.",0
956,"This could have been released by, but he chose not to.",1
957,"A of this can be presented in a fairly informal and accessible, and often I do.",1
958,likes not.,0
959,does not like.,1
960,often.,0
961,tries to often meet.,1
962,tries to meet often.,0
963,tries not to meet.,1
964,tries to meet not.,0
965,Is running the?,1
966,the?,0
967,is often running the.,1
968,often the.,0
969,is not running the.,1
970,"I didn't, as had thought, go to the.",1
971,"I did, as had thought, go to the.",1
972,"I did not, as had thought, go to the.",0
973,The could so believe the.,1
974,The so believed the.,0
975,The did so believe the.,1
976,The didn't so believe the.,0
977,destroyed.,1
978,'s of was.,1
979,bought the of himself that saw.,1
980,The of the is quite thorough.,1
981,The of the is quite thorough.,1
982,The's is quite thorough.,0
983,The's is quite thorough.,0
984,The knows easily.,0
985,The sank to collect the.,0
986,The of the was very devious.,1
987,The of the to collect the was very devious.,1
988,The's was very devious.,1
989,The's to collect the was very devious.,0
990,The of such on is too risky.,1
991,This's testing on oneself is too risky.,0
992,The was sunk to collect the.,1
993,This must first be tested on oneself.,1
994,The's moral is complete.,1
995,The moral of the was certainly not helpful.,1
996,Mary wants to wear nice blue German.,1
997,were introduced in after 1492.,1
998,We rich have impeccable.,1
999,we have impeccable.,0
1000,I read three his.,0
1001,I read every his.,0
1002,I read his every.,1
1003,Every named a.,1
1004,I showed every a.,1
1005,Few read any of the.,1
1006,I showed few any of the.,1
1007,That few came upset any of the.,0
1008,I was not reading a when you came in.,1
1009,A did not.,1
1010,Most did not.,1
1011,Every named and.,1
1012,Every named every.,1
1013,Each speaks two.,1
1014,Two speak each.,1
1015,Some visited all the.,1
1016,of some every is.,1
1017,has a single that is in every of the.,0
1018,A critic that every is readable.,1
1019,Who does he admire?,1
1020,He admires every.,1
1021,What does who admire?,0
1022,Who admires what?,1
1023,from every hates it.,1
1024,Some admires every.,1
1025,Some admires every and hates the.,1
1026,You filed every without inspecting.,0
1027,reported that and some disappeared.,1
1028,Most will be offended if we don't invite some.,1
1029,All believe that many say.,1
1030,Who will be offended if we don't invite which philosopher?,1
1031,Who believes that who says?,1
1032,Exactly two kissed some.,1
1033,exactly two of the who know a I like.,1
1034,Every has to come up with three that show that some proposed by is wrong.,1
1035,"If we invite some, will be offended.",1
1036,Three of inherited a.,1
1037,"If three of, I will inherit a.",1
1038,attended some.,1
1039,Exactly of the attended some.,1
1040,More than three attended every.,1
1041,Every attended more than three.,1
1042,Every surrounded the.,0
1043,Every lifted the.,1
1044,Every lifted the together.,0
1045,The surrounded the.,1
1046,All the surrounded the.,1
1047,The lifted the together.,1
1048,A hundred lifted the together.,1
1049,All the lifted the together.,1
1050,Every lifted a.,1
1051,Each lifted a.,1
1052,attended every.,1
1053,More than two attended every.,1
1054,You married no.,1
1055,I will force you to marry no.,1
1056,We voted for me.,0
1057,had been worrying himself stiff.,1
1058,who had been worrying himself said that he was relieved.,1
1059,There were five in the apart from myself.,1
1060,like yourself are a.,1
1061,boasted that the invited and himself for a.,1
1062,Which of him did see?,1
1063,Which of did he see?,1
1064,seems to himself to be handsome.,1
1065,seems to him to be handsome.,1
1066,will see which of himself?,1
1067,Each other's seem to the to be garish.,1
1068,Each other's appear to the to be garish.,1
1069,of themselves convinced the to pretend to be.,0
1070,Each other's proved to the that they had bad.,0
1071,These about himself worry more than else.,1
1072,These about himself describe better than any official.,0
1073,Which that took at the did he decide to display in his?,1
1074,Which that revised did he submit?,1
1075,always prefers to.,1
1076,always has preferred to.,1
1077,The that the chased the.,1
1078,The that the that the chased died.,0
1079,Jean never reads this.,1
1080,Jean reads never this.,0
1081,A which I had cleaned went off.,1
1082,I gave a which I had cleaned to my.,1
1083,I gave a to my which I had cleaned.,1
1084,He let the out which were whining.,1
1085,What did buy and?,0
1086,"What, and wear?",0
1087,Who did see walking toward the?,1
1088,did see walking toward the?,1
1089,Do you know the who saw?,1
1090,Do you know the whom saw?,1
1091,The prescribes the of the on the of the.,1
1092,Here is the which I chased the who threw at our.,0
1093,Where's the which mentioned the that had worn?,0
1094,Who did he expect who I was acquainted with to show up?,0
1095,Who did he expect to show up who I was acquainted with?,1
1096,Whose did you find?,1
1097,He will put the between some and some.,1
1098,What will he put the between some and?,0
1099,What will he put the between and some?,0
1100,I know who is mad at.,1
1101,I know a at.,1
1102,is taller than.,1
1103,is taller than is.,1
1104,I want to go.,1
1105,Shaving myself is difficult for me.,1
1106,The touched off the.,1
1107,The touched the off.,1
1108,I called almost all of the from up.,1
1109,I ran a who was old down.,0
1110,I ran an old down.,1
1111,I'm going to call who is.,0
1112,I polished the which was from up.,0
1113,He attributed the to a short.,1
1114,He attributed to a short the.,0
1115,He attributed to a short the which.,1
1116,He threw the into the.,1
1117,He threw into the the.,0
1118,They dismissed the as too costly.,1
1119,They dismissed as to costly the.,0
1120,They dismissed as too costly the for the to build a from to.,1
1121,I found to be delicious some which I picked up on the.,1
1122,I found delicious some which I picked up on my.,1
1123,I consider to be a the who made the.,0
1124,that showed up you?,0
1125,the that showed up you?,1
1126,That that showed up pleased her was obvious.,0
1127,I want the that left to remain a secret.,1
1128,I want it to remain a secret that left.,1
1129,What what I ate almost broke me.,0
1130,What the which I ate almost broke me.,1
1131,What the which I ate almost broke me.,1
1132,I went out with a who that showed up pleased.,0
1133,I went out with a who it pleased that showed up.,1
1134,I loaned a who was watching the my.,1
1135,I loaned my a who was watching the.,0
1136,She asked a who was near the whether it looked like.,1
1137,"We called my, who had just turned 60, up.",0
1138,"We elected my, who had just turned 60 ,.",0
1139,"They gave my, who had just turned 60, it.",0
1140,He figured it out.,1
1141,He figured out it.,0
1142,He figured out that.,0
1143,He figured out.,1
1144,He figured out.,0
1145,He figured out.,1
1146,He figured the out.,1
1147,He figured out the.,1
1148,I sent him it.,0
1149,I sent him that.,1
1150,I sent him.,1
1151,We elected the who he had brought with him.,0
1152,They gave the which he had brought with him to me.,1
1153,He kept some who had been injured in the.,0
1154,He kept some who had been injured in the.,0
1155,I insist on seeing through all the who had started out the in my.,0
1156,I insist in seeing all the who started out the in my through.,0
1157,I insist on seeing all the' through who started out the in my.,1
1158,The brought to the who had passed cut from the.,0
1159,He tries to put on who he doesn't like.,0
1160,He tries to put who he doesn't like on.,0
1161,I watched the who the who had been my in my freshman had advised me to study when I got to.,0
1162,drives as that does.,1
1163,like that.,1
1164,I know a who drives as does.,0
